Gender,Birth and Death Dates,Name means,Popularity index,Area of expertise,Celebration or Feast Day,Role,Good/Evil Rating,Pantheon,Related Gods,Type,Alternative names,Associated with,url,Area or people,Pronunciation,Name,In charge of 
Male,,,3576,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Welsh pantheon,set(),God,['unspecified'],,https://www.godchecker.com/welsh-mythology/AFAGDDU/,,Coming soon,Afagddu,
Male,,,2736,"Mountain, Mountains",Unknown at present,unspecified,"NEUTRAL, may not care",Japanese pantheon,"{'Yama-no-Kami', 'Konohanasakuya-Hime'}",God,"['Oho-Yama', 'Ohoyamatsumi', 'Oyamatsumi-No-Kami']",,https://www.godchecker.com/japanese-mythology/OYAMATSUMI/,,Coming soon,Oyamatsumi,Mountains
Male,1245-1306,,643,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-NICHOLAS-OF-TOLENTINO/,,Coming soon,Nicholas of Tolentino,
Male,,,2117,Sun,Unknown at present,🌞,Unknown at present,South American pantheon,"{'Tamula', 'Amana'}",God,['unspecified'],,https://www.godchecker.com/south-american-mythology/TAMUSI/,Kalina (aka Carib or Calina) people,Coming soon,Tamusi,the Sun
Female,,,1946,Midwifery,Unknown at present,unspecified,Unknown at present,Mesopotamian pantheon,"{'Enki', 'Enkidu'}",Goddess,['unspecified'],,https://www.godchecker.com/mesopotamian-mythology/NINHURSAGA/,Akkadia,Coming soon,Ninhursaga,Midwifery
Male,,,12566,Underworld,Unknown at present,unspecified,Unknown at present,Egyptian pantheon,"{'Isis', 'Horus', 'Thoth', 'Serapis', 'Anubis', 'Maat', 'Ra', 'Set', 'Un-Nefer'}",God,"['Ned-Er-Tcher', 'Usire']",,https://www.godchecker.com/egyptian-mythology/OSIRIS/,,Coming soon,Osiris,the Underworld
Male,,,8937,Blacksmithing,Unknown at present,unspecified,Unknown at present,Greek pantheon,"{'Titans', 'Aphrodite', 'Ares', 'Thetis', 'Hera', 'Cyclopes', 'Zeus', 'Olympus', 'Eurynome', 'Vulcan'}",God,['Hephaistos'],,https://www.godchecker.com/greek-mythology/HEPHAESTUS/,,Hee-FEST-us or Hee-FIST-us,Hephaestus,Blacksmiths
Male,,,4378,Underworld,Unknown at present,unspecified,"NEUTRAL, may not care",Chinese pantheon,{'Diyu'},God,"['Bi Biancheng', 'King Biancheng', ""Pien-Ch'eng-Wang""]",,https://www.godchecker.com/chinese-mythology/BIANCHENG-WANG/,,Bee-yen Cchung Warng,Biancheng Wang,the Underworld
"Sorry, we don't know",,,1758,,Unknown at present,Unknown at present,Unknown at present,Native American pantheon,{'Waukheon'},information,['unspecified'],,https://www.godchecker.com/native-american-mythology/TOTEM-POLES/,,Coming soon,Totem Poles,
"Sorry, we don't know",,,2676,"Tutelary, Patronage",Unknown at present,unspecified,Unknown at present,Chinese pantheon,"{'Jade Emperor', 'Cheng Huang'}",Deities,"[""T'u-Ti"", 'Tudigong', 'Tudishen']",,https://www.godchecker.com/chinese-mythology/TU-DI/,,Too Dee,Tu Di,Patronage
Female,,,6620,Beauty,Unknown at present,unspecified,"NEUTRAL, may not care",Buddhist pantheon,"{'Jurojin', 'Gong De Tian', 'Lakshmi', 'Bishamon', 'Fukurokuju', 'Kishimojin', 'Shichi Fukujin'}",Goddess,"['Kichijo-Ten', 'Kichijoten', 'Kishijo-Ten', 'Kisshōten', 'Kisshoutennyo']",,https://www.godchecker.com/buddhist-mythology/KICHIJOTEN/,,Coming soon,Kichijoten,Beauty
Male,,,4229,Thunder,Unknown at present,unspecified,Unknown at present,Slavic pantheon,{'Perkunas'},God,"['Parom', 'Peron', 'Perusan', 'Piorun', 'Pyerun', 'Перýн']",,https://www.godchecker.com/slavic-mythology/PERUN/,,Coming soon,Perun,Thunder
Female,1287-1320,,855,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,"['Margaret Of Città Di Castello', 'Margaret Of Metola']",,https://www.godchecker.com/christian-mythology/BLESSED-MARGARET-OF-CASTELLO/,,Coming soon,Margaret of Castello,
Male,,,2666,"River, Rivers, Stream, Streams",Unknown at present,unspecified,Unknown at present,Egyptian pantheon,set(),God,"['Hap', 'Hapi']",,https://www.godchecker.com/egyptian-mythology/HAPY/,,Coming soon,Hapy,Rivers
Female,,,2859,"Rumors, Rumours",Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Erebus', 'Nyx', 'Pheme'}",Goddess,['unspecified'],,https://www.godchecker.com/greek-mythology/OSSA/,,Coming soon,Ossa,Rumors
Female,,,9501,Clouds,Unknown at present,☁️,"NEUTRAL, may not care",Hawaiian pantheon,{'Pele'},Goddess,"[""Hi'aka"", ""Hi'iaka""]",,https://www.godchecker.com/hawaiian-mythology/HIIAKA/,Hawaii,Coming soon,Hiiaka,Clouds
Male,,,2207,Sun,Unknown at present,🌞,"OKAY, not bad",Celtic pantheon,"{'Lleu Llaw Gyffes', 'Lugh'}",God,['unspecified'],,https://www.godchecker.com/celtic-mythology/LUGUS/,Welsh,Coming soon,Lugus,the Sun
Male,1641-1682,,727,,February 15th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-CLAUDE-DE-LA-COLOMBIERE/,,Coming soon,Claude de la Colombière,
Male,,,4513,Wind,Unknown at present,unspecified,"NEUTRAL, may not care",Chinese pantheon,"{'Yi', 'Feng Bo'}",God,"['Fei Lien', 'Feilian', 'Xie Feng']",,https://www.godchecker.com/chinese-mythology/FEI-LIAN/,,Fay Lee-yen,Fei Lian,Wind
Male,,,3721,"Supreme, Everything",Unknown at present,unspecified,Unknown at present,Chinese pantheon,"{'Yang', 'Dao', 'Laozi', 'Jade Emperor', 'Yin', 'Yuanshi Tianzun', 'Sanqing'}",God,"['Dao-De-Tian-Zong', 'Lao-Chun', 'Lao-Jun', 'Tai-Qing', ""Tao-Te-T'ien-Tsun""]",,https://www.godchecker.com/chinese-mythology/DAODE-TIANZUN/,,Laow Joon,Daode Tianzun,Everything
Male,,,3357,Icebergs,Unknown at present,unspecified,Unknown at present,Inuit pantheon,set(),God,"['Nootîttok', 'Nutittuq']",,https://www.godchecker.com/inuit-mythology/NOOTAIKOK/,Inuit,Coming soon,Nootaikok,Icebergs
Male,,,10489,Chocolate,Unknown at present,unspecified,Unknown at present,Maya pantheon,{'Alphabet Gods'},God,"['Ek Chuaj', 'Ek-Chuuah', 'Ekchuah', 'God M']",,https://www.godchecker.com/maya-mythology/EK-CHUAH/,,Coming soon,Ek Chuah,Chocolate
Male,,,3377,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Greek pantheon,"{'Titans', 'Uranus', 'Gaia', 'Helios', 'Eos', 'Selene', 'Thea'}",God,['unspecified'],,https://www.godchecker.com/greek-mythology/HYPERION/,,Coming soon,Hyperion,
Male,???-???,,786,,June 26th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Brannoc Of Braunton'],,https://www.godchecker.com/christian-mythology/SAINT-BRANNOCK/,,Coming soon,Brannock,
Male,,,2254,Wealth,Unknown at present,unspecified,"GOOD, quite approachable",Hindu pantheon,{'Âdityas'},God,['unspecified'],,https://www.godchecker.com/hindu-mythology/BHAGA/,,Coming soon,Bhaga,Wealth
Female,???-???,,921,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,{'Mary'},Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-MARY-OF-EGYPT/,,Coming soon,Mary of Egypt,
Male,,,1704,"Agriculture, Farming",Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,{'Tellus'},God,"['Telluno', 'Tellurus']",,https://www.godchecker.com/roman-mythology/TELLUMO/,,Coming soon,Tellumo,Agriculture and Farming
Male,,,1617,"Sky, Skies",Unknown at present,unspecified,"NEUTRAL, may not care",Egyptian pantheon,"{'Atlas', 'Imhotep'}",God,['Iunmutef'],,https://www.godchecker.com/egyptian-mythology/INMUTEF/,,Coming soon,Inmutef,the Sky
Male,,,2565,Communication,Unknown at present,unspecified,Unknown at present,Gaulish pantheon,{'Ogma'},God,"['Ogmious', 'Ogmius']",,https://www.godchecker.com/gaulish-mythology/OGMIOS/,,Coming soon,Ogmios,Communication
Female,,,1670,Wrongdoing,Unknown at present,unspecified,"NEUTRAL, may not care",Polynesian pantheon,{'Oro'},Goddess,['unspecified'],,https://www.godchecker.com/polynesian-mythology/AI-TUPUAI/,Tahitian people of Tahiti in Polynesia,Coming soon,Ai-tupuai,Wrongdoing and bad deeds
Male,,,2842,Liver,Unknown at present,unspecified,"NEUTRAL, may not care",Egyptian pantheon,{'Sons of Horus'},God,"['Amset', 'Amseti', 'Amsit', 'Imset', 'Imseti', 'Mesti']",,https://www.godchecker.com/egyptian-mythology/IMSETY/,,Coming soon,Imsety,the Liver
Male,,,16159,Sun,Unknown at present,🌞,Unknown at present,Maya pantheon,"{'Palenque Triad', 'Itzamna'}",God,"['Ah Kin', 'Ah-Kinchil', 'Ahau-Kin', 'Giii', 'God-G', 'Kinich-Ahaw', 'Kinich-Ajaw-Pakal', 'Kinich-Kakmo']",,https://www.godchecker.com/maya-mythology/KINICH-AHAU/,,Coming soon,Kinich Ahau,the Sun
Male,,,1368,Hero,Unknown at present,unspecified,"NEUTRAL, may not care",Melanesian pantheon,{'To-Karvuvu'},God,['unspecified'],,https://www.godchecker.com/melanesian-mythology/TO-KABINANA/,"New Britain island, Melanesia",Coming soon,To-Kabinana,Heroics
Female,1381-1457,,638,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-RITA-OF-CASCIA/,,Coming soon,Rita of Cascia,
Male,997-1038,,652,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Stephen I Of Hungary'],,https://www.godchecker.com/christian-mythology/SAINT-STEPHEN-OF-HUNGARY/,,Coming soon,Stephen of Hungary,
Male,,,3846,,Unknown at present,Unknown at present,Unknown at present,Norse pantheon,"{'Thor', 'Grid', 'Frost Giants', 'Gjalp', 'Greip', 'Loki'}",Demon,['unspecified'],,https://www.godchecker.com/norse-mythology/GEIRROD/,,Coming soon,Geirrod,
Male,???-252,,651,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-HIPPOLYTUS/,,Coming soon,Hippolytus,
Male,,,2850,,Unknown at present,Unknown at present,"BAD, best avoided",Germanic pantheon,"{'Satan', 'Pan', 'Santa Claus'}",Demon,['Grampus'],,https://www.godchecker.com/germanic-mythology/KRAMPUS/,,Coming soon,Krampus,
Male,,,3255,Wind,Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Titans', 'Crius', 'Zephyrus', 'Notus', 'Boreas', 'Eos', 'Eurus', 'Eurybia'}",God,['Astraios'],,https://www.godchecker.com/greek-mythology/ASTRAEUS/,,Coming soon,Astraeus,Wind
Female,,,3006,Forgetfulness,Unknown at present,unspecified,Unknown at present,Greek pantheon,"{'Hypnos', 'Eris'}",Goddess,['unspecified'],,https://www.godchecker.com/greek-mythology/LETHE/,,Coming soon,Lethe,Forgetting and Amnesia
Male,,,4008,Messenger,Unknown at present,unspecified,Unknown at present,Roman pantheon,{'Hermes'},God,['Mercurius'],,https://www.godchecker.com/roman-mythology/MERCURY/,,Coming soon,Mercury,Messages
Female,,,2394,Good Fortune,Unknown at present,unspecified,"OKAY, not bad",Hindu pantheon,"{'Nakshatras', 'Chandra', 'Daksha'}",Goddess,['unspecified'],,https://www.godchecker.com/hindu-mythology/ANURADHA/,,Coming soon,Anuradha,Good Luck
Female,,,1327,Dawn,Unknown at present,unspecified,Unknown at present,Etruscan pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/etruscan-mythology/THESAN/,,Coming soon,Thesan,Dawn
Male,,,9821,Destruction,Unknown at present,unspecified,"GOOD, quite approachable",Hindu pantheon,"{'Mahakala', 'Harihara', 'Trimurti'}",God,['unspecified'],,https://www.godchecker.com/hindu-mythology/SHIVA/,,Coming soon,Shiva,Destruction
Female,,,1691,Mother,Unknown at present,unspecified,Unknown at present,Native American pantheon,"{'Apoyan Tachi', 'Awonawilona'}",Goddess,['Awitelin Tsita'],,https://www.godchecker.com/native-american-mythology/AWITELIN-TSTA/,Pueblo (Zuni),Coming soon,Awitelin Tsta,Motherhood
Male,,,1753,Night,Unknown at present,unspecified,Unknown at present,South American pantheon,"{'Tamusi', 'Amana'}",God,['unspecified'],,https://www.godchecker.com/south-american-mythology/TAMULA/,Kalina (aka Carib or Calina) people,Coming soon,Tamula,the Night
Male,,,2809,,Unknown at present,Unknown at present,Unknown at present,Native American pantheon,set(),fabulous creature,"['Wendego', 'Wetiko', 'Windago', 'Windego', 'Windikouk']",,https://www.godchecker.com/native-american-mythology/WENDIGO/,Algonquin people of the Anishinaabe group,Coming soon,Wendigo,
Female,,,2113,Nature,Unknown at present,unspecified,Unknown at present,Slavic pantheon,set(),Spirits,"['Bereginia', 'Beregynia']",,https://www.godchecker.com/slavic-mythology/BEREGINY/,Russia and the Ukraine,Coming soon,Bereginy,Nature
Male,1021-1099,,697,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-OSMUND/,,Coming soon,Osmund,
Female,,,1658,,Unknown at present,Unknown at present,Unknown at present,Greek pantheon,{'Orpheus'},legendary mortal,['unspecified'],,https://www.godchecker.com/greek-mythology/EURYDICE/,,Coming soon,Eurydice,
Male,???-461,,698,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Leo The Great'],,https://www.godchecker.com/christian-mythology/POPE-SAINT-LEO-I/,,Coming soon,Leo I,
Male,,,2961,,Unknown at present,Unknown at present,Unknown at present,Fijian pantheon,set(),Demon,['unspecified'],,https://www.godchecker.com/fijian-mythology/ULUPOKA/,Fiji in Melanesia,Coming soon,Ulupoka,
Female,,,1508,Combat,Unknown at present,unspecified,"NEUTRAL, may not care",Polynesian pantheon,{'Oro'},Goddess,['unspecified'],,https://www.godchecker.com/polynesian-mythology/TOI-MATA/,Tahitian people of Tahiti in Polynesia,Coming soon,Toi-mata,Warriors and Fighting
Male,,,2248,Nature,Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,"{'Selvans', 'Faunus'}",God,['Sylvanus'],,https://www.godchecker.com/roman-mythology/SILVANUS/,,Coming soon,Silvanus,Nature
Male,,,2512,Thunder,Unknown at present,unspecified,Unknown at present,Maya pantheon,"{'Yaluk', 'Cakulha'}",God,['unspecified'],,https://www.godchecker.com/maya-mythology/COYOPA/,,Coming soon,Coyopa,Thunder
Female,,,1616,Protection,Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,"{'Pallas', 'Mary', 'Vesta', 'Athena'}",Goddess,['unspecified'],,https://www.godchecker.com/roman-mythology/PALLADIUM/,,Coming soon,Palladium,Protection
Male and female,,,2236,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Buddhist pantheon,"{'Buddha', 'Gautama'}",Deities,['unspecified'],,https://www.godchecker.com/buddhist-mythology/BUDDHAS/,,Coming soon,Buddhas,
Male,,,4020,Healing,Unknown at present,unspecified,"GOOD, quite approachable",Aztec pantheon,"{'Pulque', 'Mayahuel'}",God,['unspecified'],,https://www.godchecker.com/aztec-mythology/PATECATL/,,Coming soon,Patecatl,Healing
"Sorry, we don't know",,,2951,,Unknown at present,Unknown at present,Unknown at present,Middle Eastern pantheon,"{'Yahweh', 'Jehovah', 'YHWH', 'El', 'God'}",concept,['Eloah'],,https://www.godchecker.com/middle-eastern-mythology/ELOHIM/,Hebrew,Coming soon,Elohim,
Male,,,6072,Sun,Unknown at present,🌞,"NEUTRAL, may not care",Maori pantheon,{'Maui'},God,"['Tama-Nui-Te-Rā', 'Tamanuiterā']",,https://www.godchecker.com/maori-mythology/TAMA-NUI-TE-RA/,Maori people of Polynesia,Coming soon,Tama-nui-te-ra,the Sun
Male,,,3572,Populating,Unknown at present,unspecified,"OKAY, not bad",African pantheon,{'Andriamahilala'},God,"['Adriambahomanana', 'Andriambahomanani']",,https://www.godchecker.com/african-mythology/ANDRIAMBAHOMANANA/,Malagasy of Madagascar,Coming soon,Andriambahomanana,Populating
Male,,,3298,Error,Unknown at present,unspecified,Unknown at present,Greek pantheon,"{'Zeus', 'Comus'}",God,['Momos'],,https://www.godchecker.com/greek-mythology/MOMUS/,,Coming soon,Momus,Errors and Mistakes
Male,,,1767,The Dead,Unknown at present,unspecified,"NEUTRAL, may not care",Egyptian pantheon,{'Anubis'},God,"['Chontamenti', 'Khenta Mentiu', 'Khentiamentiu']",,https://www.godchecker.com/egyptian-mythology/KHENTI-AMENTIU/,,Coming soon,Khenti-Amentiu,the Dead
Female,1265-1313,,653,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-NOTBURGA/,,Coming soon,Notburga,
Male,1526-1589,,805,,April 4th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Benedict The Moor'],,https://www.godchecker.com/christian-mythology/SAINT-BENEDICT-THE-BLACK/,,Coming soon,Benedict the Black,
Male,???-???,,901,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Wulfric Of Haselbury'],,https://www.godchecker.com/christian-mythology/SAINT-WULFRIC/,,Coming soon,Wulfric,
Female,,,3802,Youth,Unknown at present,unspecified,"NEUTRAL, may not care",Egyptian pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/egyptian-mythology/RENPET/,,Coming soon,Renpet,Youthfulness
Male,,,2236,"Infinity, Infinite",Unknown at present,unspecified,"NEUTRAL, may not care",Zapotec pantheon,set(),God,['unspecified'],,https://www.godchecker.com/zapotec-mythology/COQUI-XEE/,Zapotec,Coming soon,Coqui Xee,the Infinite
Female,,,1961,Dawn,Unknown at present,unspecified,Unknown at present,Lithuanian pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/lithuanian-mythology/RASA/,Lithuania,Coming soon,Rasa,Dawn
Male,,,5354,Storms,Unknown at present,unspecified,Unknown at present,Maori pantheon,"{'Papa', 'Ao', 'Tu', 'Rangi'}",God,"['Tawhiri', 'Tawhiri-Ma-Tea', 'Tāwhiri-Matea', 'Tāwhirimātea']",,https://www.godchecker.com/maori-mythology/TAWHIRIMATEA/,Maori people of Polynesia,Coming soon,Tawhirimatea,Storms
Female,,,1692,,Unknown at present,Unknown at present,Unknown at present,Polynesian pantheon,set(),Demoness,['unspecified'],,https://www.godchecker.com/polynesian-mythology/WAHINI-HAI/,Polynesia,Coming soon,Wahini Hai,
Male,,,4073,,Unknown at present,Unknown at present,Unknown at present,Norse pantheon,"{'Ve', 'Embla', 'Vili', 'Odin'}",legendary mortal,['Askr'],,https://www.godchecker.com/norse-mythology/ASK/,,Coming soon,Ask,
Male,,,1705,,Unknown at present,Unknown at present,Unknown at present,Irish pantheon,set(),God,"['Cú Roí Mac Dáire', 'Cú Ruí']",,https://www.godchecker.com/irish-mythology/CU-ROI/,,Coming soon,Cú Roí,
Male,,,1194,"Oaths, Swearing",Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,set(),God,['unspecified'],,https://www.godchecker.com/roman-mythology/DIUS-FIDUS/,,Coming soon,Dius Fidus,"Oaths, Promises and Swearing"
Male,,,1566,,Unknown at present,Unknown at present,Unknown at present,Buddhist pantheon,"{'Kami', 'Buddha', 'Izusan Gongen', 'Zaō Gongen'}",Gods,['Gonge'],,https://www.godchecker.com/buddhist-mythology/GONGEN/,,Coming soon,Gongen,
Female,,,4383,Blacksmithing,Unknown at present,unspecified,"NEUTRAL, may not care",Yoruba pantheon,"{'Ogun', 'Orishas'}",Goddess,['unspecified'],,https://www.godchecker.com/yoruba-mythology/ONILE/,Yoruba people of Nigeria and Benin,Coming soon,Onile,Blacksmiths
Male,,,4281,Evil,Unknown at present,unspecified,Unknown at present,Native American pantheon,{'Glooskap'},God,"['Malsum', 'Malsun', 'Marten']",,https://www.godchecker.com/native-american-mythology/MALSUMIS/,Abenaki people of Northeast America,Coming soon,Malsumis,Evil
Male,,,6156,Creation,Unknown at present,unspecified,"OKAY, not bad",African pantheon,set(),God,"['Iyakare', 'Rugira', 'Rurema']",,https://www.godchecker.com/african-mythology/IMANA/,Banyarwanda tribe of Rwanda,Coming soon,Imana,Creating
Male,1319-1364,,741,,September 29th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,"['Charles De Blois', 'Charles Of Blois-Châtillon']",,https://www.godchecker.com/christian-mythology/BLESSED-CHARLES-OF-BLOIS/,,Coming soon,Charles of Blois,
Female,,,7582,"Fate, Destiny",Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Erebus', 'Atropos', 'Clotho', 'Nyx', 'Themis', 'Zeus', 'Parcae', 'Lachesis'}",Goddesses,"['Moirae', 'Moirai', 'Three-Fates']",,https://www.godchecker.com/greek-mythology/FATES/,,Coming soon,Fates,Fate and Destiny
Female,,,4727,Winter,Unknown at present,unspecified,"NEUTRAL, may not care",Norse pantheon,"{'Balder', 'Odin', 'Vali'}",Goddess,['Rindr'],,https://www.godchecker.com/norse-mythology/RIND/,,Coming soon,Rind,Winter
Male,,,3017,"Agriculture, Farming",Unknown at present,unspecified,Unknown at present,Latvian pantheon,{'Jesus'},God,"['Cerekling', 'Ceroklis', 'Cerroklis', 'Dewing Cereklicing', 'Greklicing']",,https://www.godchecker.com/latvian-mythology/CERKLICING/,Latvia,Coming soon,Cerklicing,Agriculture and Farming
Female,,,2364,Healing,Unknown at present,unspecified,Unknown at present,Egyptian pantheon,set(),Goddess,"['Selket', 'Selkit', 'Serquet']",,https://www.godchecker.com/egyptian-mythology/SERKET/,,Coming soon,Serket,Healing
Male,,,14271,Chaos,Unknown at present,unspecified,Unknown at present,Chinese pantheon,set(),God,"['Hun-Dun', 'Hun-Tun']",,https://www.godchecker.com/chinese-mythology/HUNDUN/,,Hoon Doon,Hundun,Chaos
Male,,,4368,,Unknown at present,Unknown at present,Unknown at present,Norse pantheon,"{'Loki', 'Angrboda', 'Ragnarok'}",fabulous creature,"['Jörmungand', 'Jormungandr']",,https://www.godchecker.com/norse-mythology/JORMUNGAND/,,Coming soon,Jormungand,
Female,,,2684,"Sea, Seas, Ocean, Oceans",Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Pallas', 'Crius', 'Perses', 'Gaia', 'Astraeus', 'Pontus'}",Goddess,['unspecified'],,https://www.godchecker.com/greek-mythology/EURYBIA/,,Coming soon,Eurybia,the Ocean
Male,,,1393,,Unknown at present,Unknown at present,Unknown at present,Greek pantheon,"{'Nymphs', 'Poseidon', 'Arion'}",legendary mortal,['unspecified'],,https://www.godchecker.com/greek-mythology/ARION-2/,,Coming soon,Arion (2),
Male,,,2409,Ancestors,Unknown at present,unspecified,Unknown at present,Australian Aboriginal pantheon,set(),Spirits,"['Mooramoora', 'Mura-Mura']",,https://www.godchecker.com/australian-aboriginal-mythology/MURAMURA/,Central Australia,Coming soon,Muramura,Ancestors and Ancestral Spirits
"Sorry, we don't know",,,2941,,Unknown at present,Unknown at present,"GOOD, quite approachable",Aztec pantheon,"{'Mayahuel', 'Ometochtli', 'Centzon Totochtin'}",information,['unspecified'],,https://www.godchecker.com/aztec-mythology/PULQUE/,,Coming soon,Pulque,
Male,,,11738,Strength,Unknown at present,unspecified,"NEUTRAL, may not care",Greek pantheon,"{'Pleiades', 'Electra (2)', 'Medusa', 'Calypso', 'Celaeno (2)', 'Zeus', 'Pleione', 'Taygete', 'Clymene', 'Sterope', 'Maia', 'Iapetus', 'Olympus', 'Titans', 'Perseus', 'Heracles', 'Hyades', 'Alcyone', 'Hesperides'}",God,['unspecified'],,https://www.godchecker.com/greek-mythology/ATLAS/,,Coming soon,Atlas,Strength
Female,1413-1463,,850,,October 20th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Catherine-De-Virgi'],,https://www.godchecker.com/christian-mythology/SAINT-CATHERINE-OF-BOLOGNA/,,Coming soon,Catherine of Bologna,
Male,,,15167,Creation,Unknown at present,unspecified,"GREAT, really beneficial",Aztec pantheon,"{'Ometecuhtli', 'Mictlan', 'Coatlicue', 'Kukulcan', 'Ehecatl', 'Mictlantecuhtli', 'Xolotl'}",God,"['Quetzacoatl', 'Tlahuizcalpantecuhtli']",,https://www.godchecker.com/aztec-mythology/QUETZALCOATL/,,Coming soon,Quetzalcoatl,Creating
Female,,,2221,Clouds,Unknown at present,☁️,"NEUTRAL, may not care",Greek pantheon,"{'Nymphs', 'Tethys', 'Oceanus'}",Spirits,['unspecified'],,https://www.godchecker.com/greek-mythology/NEPHELAI/,,Coming soon,Nephelai,Clouds
Female,,,2471,,Unknown at present,Unknown at present,Unknown at present,Greek pantheon,set(),Demoness,['Delphine'],,https://www.godchecker.com/greek-mythology/DELPHYNE/,,Coming soon,Delphyne,
Female,,,2547,Populating,Unknown at present,unspecified,Unknown at present,Greek pantheon,"{'Epimetheus', 'Gaia', 'Pandora', 'Deucalion', 'Zeus', 'Themis'}",legendary mortal,['unspecified'],,https://www.godchecker.com/greek-mythology/PYRRHA/,,Coming soon,Pyrrha,Populating
Female,,,3574,Creation,Unknown at present,unspecified,"OKAY, not bad",Aztec pantheon,set(),Goddess,"['Teteo-Innan-Toci', 'Teteoinnan', 'Tetoinnan', 'Tlalli-Iyollo', 'Tocitzin']",,https://www.godchecker.com/aztec-mythology/TOCI/,,Coming soon,Toci,Creating
Male,,,1943,Trees,Unknown at present,unspecified,Unknown at present,Japanese pantheon,set(),God,['unspecified'],,https://www.godchecker.com/japanese-mythology/HAMORI/,,Coming soon,Hamori,Trees
Male,,,5880,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Chinese pantheon,"{'Nezha', 'Ao Guang'}",God,['Ao Ping'],,https://www.godchecker.com/chinese-mythology/AO-BING/,,Aow Peeng,Ao Bing,
Female,,,5386,Virtue,Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,{'Honos'},Goddess,['unspecified'],,https://www.godchecker.com/roman-mythology/VIRTUS/,,Coming soon,Virtus,Virtue and High Moral Standards
Female,,,2131,,Unknown at present,Unknown at present,Unknown at present,Greek pantheon,{'Bellerophon'},Demoness,"['Chimaera', 'Khimaira']",,https://www.godchecker.com/greek-mythology/CHIMERA/,,Coming soon,Chimera,
Male,,,2320,"River, Rivers, Stream, Streams",Unknown at present,unspecified,Unknown at present,Siberian pantheon,set(),God,['unspecified'],,https://www.godchecker.com/siberian-mythology/AS-IGA/,Khanty (formerly Ostyak) people of Siberia,Coming soon,As-Iga,Rivers
Female,,,1547,"Animals, Creatures",Unknown at present,unspecified,"NEUTRAL, may not care",Roman pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/roman-mythology/FAUSTULUS/,,Coming soon,Faustulus,Animals and Creatures
Male and female,,,1638,Unknown,Unknown at present,unspecified,"NEUTRAL, may not care",Slavic pantheon,set(),Spirit,['Kamennaya Baba'],,https://www.godchecker.com/slavic-mythology/KAMENNAIA-BABA/,,Coming soon,Kamennaia Baba,Unknown
Male,???-???,,677,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Nectan Of Hartland'],,https://www.godchecker.com/christian-mythology/SAINT-NECTAN/,,Coming soon,Nectan,
Male,,,2388,,Unknown at present,Unknown at present,Unknown at present,Japanese pantheon,set(),Demon,['unspecified'],,https://www.godchecker.com/japanese-mythology/BAKEMONO/,,Coming soon,Bakemono,
